artist,song,duration (seconds),loudness,beats-per-minute,end-of-fade-in (sec),start_of_fade_out (sec),familiarity,buzz,terms
Parachute Band,Take Over,272.14322,-5.049,143.864,3.077,251.257,0.63419618,0.441945161,ccm
Tech N9ne,Elbow Macaroni (Skit),90.14812,-23.923,191.383,0,90.148,0.760270106,0.496071347,gangster rap
Jenney,Ich vermiss dich (Radio Mix),228.80608,-3.823,170.017,0,225.57,0.036043617,0,german pop
Blingtones,Torero,29.57016,-9.726,133.211,0.073,29.57,0.021492905,0,turnablism
Deekline & Wizard,Baila Baila  Vent Remix,325.92934,-5.563,133.987,0,315.176,0.332330882,0,breakbeat
Terje Lie,Crazy Groove,267.38893,-11.179,98.001,0.212,243.722,0.391693642,0.253281974,jazz fusion
Soilwork,As The Sleeper Awakes,258.16771,-3.282,113.957,0.589,253.376,0.785120149,0.562881125,death metal
V V Brown,LEAVE!,203.31057,-6.452,100.009,0.63,199.053,0.596764437,0.492187901,neo soul
Blindman's Sun,The Fugitives,639.42485,-9.324,101.172,0,632.802,0.258591186,0,jam band
Patton Oswalt,You Are Allowed 20 Birthday Parties (Album),338.05016,-12.769,71.031,0,333.369,0.592797346,0.453629718,parody
X-Raided,Liftoff,281.83465,-6.392,73.052,0.45,268.997,0.624573379,0.43870167,gangster rap
BA(c)zu,La java bleue,145.99791,-6.655,103.541,0,141.137,0.373850623,0.148985481,chanson
Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,Se un mio desir...Cedi al duo!,225.14893,-25.349,79.261,2.49,214.338,0.612804044,0.372776498,opera
Anthony Cruz,Missing You,217.75628,-4.481,161.899,0,212.37,0.534443602,0.333584628,lovers rock
Ashton Shepherd,Sounds So Good,207.09832,-4.66,154.354,0.195,191.652,0.679395051,0.390963612,country rock
Anthony Watson,I Love Being Single (club extended mix),346.27873,-6.73,190.01,0.317,343.307,0.36843634,0,lovers rock
2 Minutos,Valentin Alsina,91.34975,-11.867,95.502,0,82.03,0.591846288,0.37246298,skate punk
Michelle Tumes,Everywhere (Dream Album Version),228.72771,-8.278,124.104,0.253,216.3,0.612912573,0.395999523,ccm
Daniel Johnston,High Horse,153.33832,-8.208,128.022,0,145.467,0.713322147,0.473613189,power pop
Nelson Ned,Noche De Ronda,234.57914,-12.452,91.044,0.334,230.354,0.498663649,0.32188269,latin jazz
P.O.D.,Find My Way (Album Version),189.54404,-3.753,162.019,0.183,176.82,0.859873312,0.533085375,alternative metal
Benny Spellman,I Didn't Know,171.75465,-18.498,101.163,0,165.14,0.438643499,0.305023497,delta blues
Beres Hammond Feat. Jah Youth,Good Old Dancehall Vibes,247.77098,-5.652,150.788,0.148,242.765,0.68108442,0.453371188,lovers rock
Confetti's,The Sound of C (Acapella),40.17587,-8.99,112.549,0.16,40.176,0.436660213,0.299120015,new beat
Tommy Makem;The Clancy Brothers,The Barnyards Of Delgaty (Live),121.67791,-13.906,100.831,0,117.644,0.504218756,0.365747307,irish folk
Funeral For A Friend,All The Rage (Clean Album Version),217.49506,-3.624,190.116,4.18,214.198,0.851073009,0.590449277,post-hardcore
Hatiras,Lost In Space,295.3922,-5.113,130.017,0,295.392,0.56952416,0.381467815,tech house
3 Doors Down,Who Are You,188.65587,-4.706,150.077,0,185.469,0.840432467,0.64298222,post-grunge
Marygold,To Leave The Building In Order To See What's Inside,227.05587,-3.851,96.875,0.334,221.878,0.504410115,0.316315266,pop rock
Delta 9,In The Void,159.76444,-3.352,197.143,0,159.764,0.586000058,0.409550595,gabba
Cactus,My Lady From South Of Detroit (LP Version),266.39628,-15.135,144.217,0.473,255.576,0.518310127,0.398181055,blues-rock
Plies featuring Tank,You (featuring Tank) (Amended Album Version),218.04363,-5.672,73.178,3.129,211.998,0.919517092,0.54794043,gangster rap
Ray Davies,Picture Book,151.87546,-11.298,123.085,0.165,149.507,0.646922725,0.447858967,pop rock
Terry Dexter,Beautiful One,281.86077,-8.489,100.98,0.154,270.06,0.527279843,0.320660017,pop rap
45 Grave,Consumers (Album Version),130.66404,-7.204,130.49,0,118.544,0.596602385,0.399186285,deathrock
Diamond Rexx,Fire,181.39383,-7.412,103.14,0,174.719,0.516406816,0.323219337,glam metal
Poncho Sanchez,El Jamaiquino,339.80036,-13.462,125.648,0.496,336.231,0.577228503,0.373552391,latin jazz
Bebo Norman,Britney,213.4722,-6.291,96.091,0.241,201.654,0.683771102,0.513300123,ccm
Butthole Surfers,Tongue,126.64118,-9.423,122.47,0.467,113.615,0.809323793,0.488019842,noise rock
Shout Out Out Out Out,How Do I Maintain Pt. II,233.9522,-7.571,120.006,0,228.357,0.579135433,0.435239237,alternative dance
FSTZ,Quickstep,257.09669,-7.173,140.17,0,244.791,0.315171278,0.141419249,dubstep
Alan Silvestri,Not Meant To Be Found,42.91873,-14.931,201.541,2.752,42.919,0.629301806,0.450779891,country rock
Randy Stonehill,Can't Buy A Miracle - Album Version,227.16036,-8.724,122.161,0.29,216.271,0.547947709,0.325824019,ccm
George Faith,If Loving You Is Wrong I Don't Wanna Be Right,277.08036,-14.237,119.866,0.247,269.613,0.433194639,0.295549703,reggae
Uriah Heep,Son Of A Bitch,243.98322,-7.977,141.118,5.445,227.753,0.673238691,0.479204558,heavy metal
Edgar Bori,A l'arrachA(c),274.83383,-16.758,76.562,0.171,258.786,0.439094457,0.333557159,los angeles
Yvette Horner,Le Chant Du Tropeau (La CanciA3n Del RebaA+-o) Vals TirolA(c)s,137.32526,-7.748,62.614,0,132.069,0.411875463,0.295889812,chanson
Marc Broussard,Going Home (Album Version),222.22322,-10.462,101.694,0,210.013,0.710823146,0.479765389,blue-eyed soul
Montrose,Down,197.51138,-12.505,85.493,0,187.321,0.550121326,0.38928061,classic rock
Slipknot,Three Nil (live) (Album Version),297.53424,-3.194,122.865,0.073,288.473,0.928936926,0.598555412,rap metal
TRAM 11,SUPER RISTA,303.04608,-7.212,90.02,0,285.646,0.411243889,0.336816923,hip hop
Petrol,Ogni Silenzio,273.24036,-7.417,121.99,0.216,261.671,0.524719598,0.323122512,big beat
Mudhoney,The Money Will Roll Right In,166.32118,-5.13,81.419,0,158.662,0.672680593,0.476389109,grunge
Barbara Lusch,Sentimental Journey,203.65016,-13.552,100.278,0.2,195.019,0.366302895,0,jazz
John Wesley Ryles,Someday You Will,132.30975,-12.113,148.68,0,125.341,0.232824089,0,country
Eno,Baby's On Fire,316.99546,-9.645,121.966,0.305,313.197,0.748104672,0.545975531,electronic
Darden Smith,Mill Creek,234.73587,-14.18,120.049,3.466,219.893,0.485855596,0.362960597,blues-rock
Lifer,Breathless,286.53669,-6.292,98.513,0,255.565,0.491458521,0.381044109,nu metal
Future Leaders of the World,Spotlight,249.67791,-4.177,120.638,0.311,238.986,0.578808327,0.386266837,post-grunge
Messy Marv & D.Z.,Put Some $ On It,273.03138,-6.303,157.007,0,261.956,0.616263882,0.45222994,gangster rap
The Tall Grass,Be & Flower,273.73669,-19.92,136.163,0.38,258.473,0.426451845,0.26859388,garage rock
Green and Yellow,Sweet Child O' Mine (Alternate Mix),358.79138,-10.149,126.271,0,344.096,0.351786572,0.177811011,eurodance
Zeromancer,The Death Of Romance,207.17669,-6.236,117.027,0,197.573,0.644519692,0.405618982,industrial rock
David Arkenstone,Reflections,508.89098,-23.577,109.936,0,508.891,0.639436949,0.430942043,celtic
Kenny G,I've Been Missin' You,255.7122,-17.569,117.661,0.264,242.898,0.751629597,0.550212562,instrumental pop
Renee Rosnes,Children's Song No. 3,320.522,-20.343,108.234,0.27,283.086,0.438213094,0.325018376,hard bop
Deftones,Lotion (LP Version),237.73995,-3.59,102.724,0,237.74,0.821697317,0.601729756,rap metal
Jesse Malin,Going Out West,147.85261,-10.554,133.404,0.154,137.392,0.75504135,0.458592025,urban folk
Bon Jovi,The Radio Saved My Life Tonight,314.20036,-5.567,142.141,0.322,307.891,0.839297678,0.718891456,rock
Tigerstyle,Dhol Vajda,351.45098,-8.025,85.003,0.16,344.218,0.601295442,0.364450594,bhangra
Sophie Tucker,You Can't Deep Freeze a Red Hot Mama,154.74893,-12.266,165.578,0.183,151.98,0.451784406,0.36091623,vaudeville
Gregory Isaacs,Saddam,232.59383,-10.692,159.89,0,219.463,0.709472621,0.451998594,lovers rock
Krayzie Bone,Let It Burn,174.99383,-5.189,100.119,0.148,165.1,0.687429811,0.440715115,gangster rap
Paso Doble,KAPnig und KAPnigin,247.53587,-7.872,156.26,2.194,238.504,0.460250922,0,europop
impulsonic,Beats are my Weapons,395.49342,-6.318,128.955,0.169,387.349,0.462510835,0.285751873,breakbeat
GAPteborgs Symfoniker / Neeme JA$?rvi,94496,22050,0,1,0,-21.394,0.328129808,0.304246374,Russian Easter Festival_ Overture_ Op.36
Paul Glazby,pH4,445.57016,-13.977,146.685,0.135,445.57,0.522490451,0.350285512,hard house
J.B.Lenoir,(I Wanna) Play A Little While,167.23546,-15.622,157.532,0.369,160.467,0.520553746,0.355974359,chicago blues
Broadcast,Where Youth And Laughter Go,163.91791,-6.028,119.2,0.189,153.884,0.691850737,0.467885511,dream pop
Deekline & Wizard,Show Me - Splitloop Remix,338.442,-4.045,133.983,0,335.859,0.332330882,0,breakbeat
SWAMI featuring Ishmael Morabe,Break,275.90485,-3.285,93.225,0.16,271.981,0.679654239,0.380756416,downtempo
The Jackson Southernaires,You've Got A Chance,318.17098,-7.163,113.092,0.612,309.719,0.323008991,0.31143764,southern gospel
Aerosmith,What It Takes,314.27873,-4.82,70.876,1.386,300.362,0.872536599,0.611117503,blues-rock
The Tamperer,Feel In The House,333.42649,-4.902,124.998,0,315.321,0.45148172,0.320849335,eurodance
Line Renaud,Dis_ Oh Dis (Everybody Loves A Lover),171.17995,-14.512,92.905,0.409,166.772,0.470212296,0.320086927,chanson
Slipknot,Everything Ends (Live version) (Album Version),303.59465,-3.176,125.02,0,303.595,0.928936926,0.598555412,rap metal
Super Cat,Oh It's You,229.66812,-9.349,167.377,0.098,219.852,0.547035734,0.365686606,dancehall
Missy Higgins,Breakdown [Live with Brett Dennen & Mason Jennings],185.57342,-14.313,38.337,3.187,182.52,0.77087265,0.496351409,singer-songwriter
Ray Kane,Nanea Kou Maka I Ka Le'ale'a,262.26893,-20.737,104.67,0,250.108,0.419945022,0.279842316,island music
The Paul Butterfield Blues Band,Last Hope's Gone (LP Version ),289.61914,-9.353,86.278,0,279.626,0.555904123,0.395478861,blues-rock
Mongo Santamaria Orchestra,Federico,203.25832,-12.464,106.822,0.267,200.417,0.540037749,0.360053307,latin jazz
Larissa,Das Geheimrezept,187.24526,-12.967,100.929,0.413,184.192,0.445926275,0.233819438,hard trance
Big Maybelle,Tell Me Who,130.87302,-5.723,173.071,0.45,125.8,0.510288293,0.337858764,jump blues
Belle & Sebastian,Stay Loose,401.8673,-7.916,86.505,0.165,383.303,0.744734767,0.565045659,indie pop
Bruce Katz Band,Just An Expression,209.05751,-17.216,96.952,0.262,189.672,0.329947707,0.2232475,piano blues
X-Raided,Whatever It Took,210.70322,-3.103,115.717,0.363,210.703,0.624573379,0.43870167,gangster rap
Daniel Kobialka,Singing The Night,404.21832,-14.768,101.073,0.253,391.488,0.441060152,0.315278199,celtic
War Babies,Cry Yourself To Sleep,285.83138,-5.977,165.965,0,269.172,0.422413313,0.329220236,glam metal
Fastball,No Return (Album Version),248.92036,-12.555,131.964,0.264,235.52,0.64780203,0.463264019,post-grunge
Ray Sandoval,Tempestad,415.99955,-17.621,106.324,8.684,404.068,0.294677922,0,flamenco
Nick Ingman,Down Home,179.43465,-9.146,97.571,0.149,171.381,0.4074304,0.31853603,jazz funk
R.E.M.,There She Goes Again,163.81342,-5.775,138.703,0,163.813,0.730669502,0.623835201,jangle pop
Herb Alpert And The Tijuana Brass,Adios_ Mi Corazon,163.94404,-14.962,97.52,0.142,153.681,0.552416732,0.481369053,smooth jazz
Washboard Sam,The Gal I Love,165.0673,-15.853,99.006,0.392,158.97,0.505784763,0.326750334,delta blues
Rob Mullins,5 4 3 2 1,242.07628,-12.688,146.306,0,236.263,0.417936057,0.322467821,soul jazz
The Twinkle Brothers,Natty Dread Up Town,198.37342,-16.154,94.303,0.206,188.563,0.507009975,0.323017197,roots reggae
AndrA(c) Verchuren,Aubade D'Oiseau,160.26077,-10.307,210.858,0.392,156.056,0.360729206,0.267124867,chanson
Madonna,Into The Groove,285.09995,-4.104,116.512,0.366,263.663,0.915823253,0.665576619,dance pop
Peggy Lee,St. Louis Blues (24-Bit Digitally Remastered 99),134.81751,-9.152,139.301,0.351,129.277,0.770813652,0.47726039,vocal jazz
Johnny Keating & All Stars,Impromptu,177.26649,-25.556,132.043,0,172.071,0.39569381,0,easy listening
Wordsworth feat. Adanita Ross,Don't Go (Produced by Frequency),237.13914,-4.612,85.263,0,232.856,0.592238743,0.401734351,hip hop
Naughty By Nature,Family Tree,330.08281,-3.831,93.502,0.253,325.045,0.679748141,0.458595403,gangster rap
Kruger,Myasorubka,171.67628,-3.315,137.926,0,164.13,0.532845303,0.350512132,post-hardcore
Glen Ricks,Think That Love Was In Your Heart,220.39465,-11.887,163.937,0,215.15,0.329803211,0.25656218,lovers rock
Vox Dei,Profecias,456.69832,-18.342,66.856,0.41,439.014,0.491059447,0.35438469,new wave
John Fogerty,Headlines,269.29587,-5.074,130.461,0.665,265.561,0.733637825,0.526549035,roots rock
J.B. Lenoir,The Mojo,176.37832,-11.923,99.829,0.391,168.803,0.520553746,0.355974359,chicago blues
Zebra,Red,205.11302,-8.189,90.07,0.156,190.694,0.575986601,0.406367593,heavy metal
J. Karjalainen & Mustat Lasit,Rytmikone,194.45506,-14.451,89.625,4.708,179.31,0.499157418,0.371449825,suomi rock
Julie Zenatti,Dans Ces Villes,227.5522,-3.737,105.931,0.328,217.931,0.626957723,0.434859589,chanson
The Tragically Hip,Ahead By A Century,225.43628,-7.372,84.373,0.45,212.805,0.758299704,0.493629438,roots rock
Michael Jackson,Girl You're So Together,188.99546,-10.44,111.459,0,180.227,0.866519754,0.808502137,motown
Fort Minor,Introduction (Album Version),43.38893,-14.866,122.843,2.438,43.389,0.799689798,0.54441459,rap metal
Elena,Satan Kingsize,237.60934,-9.718,116.075,2.31,228.31,0.677420465,0.378254686,uk garage
Stephen Marley,Mind Control,270.05342,-9.364,118.144,0.161,258.276,0.724813068,0.477178834,roots reggae
Ruby Isle,So Damn High (Will Eastman Club Edit),277.73342,-6.326,128.004,0.351,267.627,0.53528783,0.330297008,dance rock
The King Sisters,Hawaiian Wedding Song,195.89179,-27.863,58.294,0.107,183.507,0.416147176,0.287446753,calypso
Ray Conniff;Billy Butterfield,Time On My Hands (You In My Arms),175.15057,-13.526,116.195,0,171.386,0.555765,0.376514231,instrumental pop
Michael Gettel,River Run,452.25751,-16.685,168.035,16.736,430.66,0.510660236,0.333770845,chamber jazz
Billy Butler,She's Got Me Singing [Bonus Track],180.32281,-12.872,124.335,0,165.872,0.518479125,0.26957132,jazz funk
T-Bone,Ride Wit Me,234.16118,-6.135,96.007,0.212,228.328,0.675003401,0.497304911,ccm
Agnostic Front,Standing On My Own,105.84771,-5.152,112.292,0,101.715,0.701441759,0.504307726,hardcore punk
Kirk Franklin with tobyMac & Sonny (of P.O.D.),Let It Go,299.85914,-9.07,153.819,0.2,294.011,0.752058096,0.48637051,gospel
Tinariwen,Assouf,238.68036,-7.386,160.887,0.185,221.896,0.64783484,0.472451772,blues-rock
Alice Cooper,Make That Money (Scrooge's Song) (Album Version),209.47546,-10.998,92.685,0.479,197.457,0.838924311,0.607792752,shock rock
Ramses,Les Rats,214.41261,-7.711,76.549,3.117,203.355,0.59753764,0.241317032,kraut rock
MA3veis Coloniais de Acaju,Esquilo nAPSo samba,271.5424,-5.344,150.529,0.159,266.043,0.624274356,0.418741085,samba
Andy Andy,Vida,264.46322,-6.73,90.035,0,253.115,0.577508974,0.37948217,bachata
Novembre,Reason,313.3122,-5.437,113.746,0,299.009,0.649602604,0.413070411,doom metal
Symbiosis Orchestra,Live At Fabbricaeuropa_ Florence 1,297.35138,-10.174,133.329,0.078,276.915,0.399817335,0.268693968,experimental pop
Crazy Girl,Get Picked Up (Niyi Can't Mix Version 1),357.14567,-6.609,91.967,0.061,350.279,0.487066037,0.366389371,electro
Luciana Souza,Argument,198.89587,-26.455,64.988,0.422,187.699,0.619396933,0.360932335,vocal jazz
Jim Kweskin_ The Jug Band,Viola Lee,236.79955,-9.444,87.461,0.334,229.581,0.348582598,0.290434188,jug band
Percy Faith,Do Re Mi,151.09179,-12.898,127.853,0,144.73,0.566796475,0.388112774,instrumental pop
Jimmy Wakely,Standing Outside of Heaven,139.04934,-15.251,187.44,2.032,133.851,0.39413854,0.291539727,classic country
Berlin,Blink Of An Eye (Alternative),255.32036,-4.521,104.04,2.316,238.782,0.651772659,0.524477184,dance rock
California Oranges,Travel Writer,198.42567,-5.77,128.005,0.247,185.719,0.424202828,0.255410309,twee pop
Carlos NuA+-ez,CamiA+-o De Santiago,275.43465,-11.019,143.969,0,275.435,0.535702528,0.384986117,flamenco
Java,HawaA-,361.1424,-11.619,178.343,11.128,358.975,0.625157654,0.359757244,musette
Sleepy D,Sleepy F%#&in' D,251.08853,-10.978,192.068,0,251.089,0.075124762,0,hip house
Eddie Cano,Teach Me Tonight (Album Version),182.49098,-16.077,98.501,0.079,173.273,0.359129966,0.274197771,latin jazz
Leon Russell,Out In The Woods,218.51383,-14.274,158.754,0.401,206.408,0.634226963,0.443708895,blues-rock
Otis Taylor,Hungry People,301.87057,-10.432,84.56,0.409,279.667,0.590792957,0.394884438,country blues
BeyoncA(c),Krazy In Luv,254.98077,-5.533,99.694,2.757,249.789,0.889460725,0.612067268,hip hop
Lily Allen Featuring Ours,22 (Vingt Deux) (Feat. Ours),189.20444,-4.713,130.939,1.025,180.001,0.676885931,0.535408379,ska
Kraftwerk,The Man Machine (2009 Digital Remaster),332.14649,-10.486,89.346,0.258,322.943,0.741518127,0.52041211,electronic
Fiona,Since I've Been Loving You,297.42975,-6.253,170.238,0.078,292.508,0.513467522,0.383677983,chinese music
Atomic Rooster,The Rock,269.71383,-12.535,143.137,0.165,260.278,0.520757635,0.404566538,hard rock
Information Society,Empty,512.78322,-8.575,95.002,2.664,505.655,0.567510986,0.430897609,freestyle
Charlie Rich,Cold_ Cold Heart,174.18404,-13.353,93.03,0.246,162.609,0.582804694,0.448669074,rockabilly
Peret,TA3cale Las Palmas,179.69587,-3.97,86.005,0.195,169.314,0.548738642,0.339611732,rumba
Sonny Simmons,Metamorphosis,699.03628,-10.179,100.53,1.263,691.606,0.428375417,0.317833879,free jazz
Jim Chappell,Moonlight Boy,296.12363,-22.34,69.147,0.525,275.4,0.520204911,0.361509802,chamber jazz
Alain-FranASSois,Minuit sur terre,294.42567,-7.627,141.892,0.136,288.461,0.380317056,0.300918429,french pop
B.o.B,Nothin' On You [feat. Bruno Mars] (Album Version),269.63546,-5.388,104.038,5.283,258.461,0.768223625,0.712534953,dirty south rap
Cali,Betty Et Tommy (Instrumental),90.33098,-16.69,75.25,0.978,83.836,0.616884544,0.343844499,dance pop
Justin Timberlake,Sexy Ladies,238.602,-5.044,100.012,0.073,232.38,0.842636334,0.583530838,rock
Pearl Jam,You Are,268.69506,-8.053,94.916,0.223,251.304,0.81444811,0.60797181,grunge
AI-TIEM,Ai Jo,100.70159,-9.686,135.799,0,90.006,0.065327328,0,jungle music
Angela Dimitriou,Fotia Sta Savvatovrada (Live),177.3971,-7.46,132.076,0,173.941,0.264713987,0,pop folk
Jason & The Scorchers,19th Nervous Breakdown,227.49995,-11.812,176.269,0.171,212.753,0.500510256,0.414783863,country rock
Del The Funky Homosapien,Why You Wanna Get Funky...,316.60363,-8.039,83.646,0.235,305.4,0.732661132,0.458439468,hip hop
Mau Mau,Balon Combo,233.40363,-7.106,195.874,0,228.844,0.439907658,0.311559176,progressive house
Little Milton,Packed Up And Took My Mind,278.30812,-11.062,141.609,0,271.853,0.579424109,0.386441097,electric blues
Peter Tosh,Stand Firm (2002 Digital Remaster),371.1473,-9.821,146.644,0,359.108,0.722733963,0.465492356,roots reggae
Talking Heads,Two Note Swivel (Unfinished Outtake),348.78649,-12.041,116.125,0.09,335.25,0.752318643,0.540157744,dance rock
The Freedom,We Say No,189.3873,-7.779,139.103,0.2,182.561,0.529659331,0.313112032,hard rock
Movado,Dreaming,182.07302,-6.94,184.012,0,176.454,0.616509853,0.428791922,dancehall
Varios Artistas de Rumba,Don Toribio,171.88526,-5.762,113.862,2.554,167.178,0.548738642,0.339611732,rumba
Shai Hulud,We Who Finish Last,188.29016,-4.019,136.331,0,184.744,0.789707049,0.419398461,math-core
